Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,09/19/2016,"TIM HORTON'S #919353 PARKERSBURG WV          09/16",-6.40,DEBIT_CARD,144.69,,
DEBIT,09/16/2016,"MOTORISTS INSURA INS PREM                   PPD ID: 1314259550",-373.75,ACH_DEBIT,151.09,,
DEBIT,09/16/2016,"PARTY CITY #959 400 Gr Vienna WV     729972  09/16",-2.14,DEBIT_CARD,524.84,,
DEBIT,09/16/2016,"RITE AID STORE - 1405 PARKERSBURG WV 198929  09/16",-39.54,DEBIT_CARD,526.98,,
DEBIT,09/15/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        09/15",-21.09,DEBIT_CARD,566.52,,
DEBIT,09/13/2016,"HLU*Hulu 42716429-U HULU.COM/BILL CA         09/12",-11.99,DEBIT_CARD,587.61,,
DEBIT,09/13/2016,"KOHL'S DEPT STRS CHG PYMT   043000092757586 WEB ID: 9044021343",-27.00,ACH_DEBIT,599.60,,
DEBIT,09/13/2016,"BARCLAYCARD US   CREDITCARD 399479427       WEB ID: 2510407970",-44.48,ACH_DEBIT,626.60,,
DEBIT,09/13/2016,"CAPITAL ONE AUTO CARPAY     006207526344001 WEB ID: 9541719806",-312.62,ACH_DEBIT,671.08,,
DEBIT,09/13/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        09/13",-20.18,DEBIT_CARD,983.70,,
DEBIT,09/13/2016,"RITE AID STORE - 1405 PARKERSBURG WV 451017  09/13",-16.98,DEBIT_CARD,1003.88,,
DEBIT,09/13/2016,"PAPA JOHN'S #00326 304-428-4400 WV           09/12",-20.33,DEBIT_CARD,1020.86,,
DEBIT,09/12/2016,"CAPITAL ONE      ONLINE PMT 625639919363666 WEB ID: 9279744991",-75.00,ACH_DEBIT,1041.19,,
DEBIT,09/12/2016,"RITE AID STORE - 1405 PARKERSBURG WV 008308  09/12",-3.29,DEBIT_CARD,1116.19,,
DEBIT,09/12/2016,"Payment to Chase card ending in 9786 09/12",-25.00,ACCT_XFER,1119.48,,
DEBIT,09/12/2016,"FAMILY DOLLAR #0715 PARKERSBURG WV           09/11",-6.42,DEBIT_CARD,1144.48,,
DEBIT,09/12/2016,"KROGER    930 DIVISON PARKERSBURG WV         09/11",-13.56,DEBIT_CARD,1150.90,,
DEBIT,09/12/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV552877  09/11",-30.51,DEBIT_CARD,1164.46,,
DEBIT,09/12/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        09/11",-106.44,DEBIT_CARD,1194.97,,
DEBIT,09/12/2016,"BURGER KING #12920 PARKERSBURG WV            09/11",-5.33,DEBIT_CARD,1301.41,,
CREDIT,09/12/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1289.92,ACH_CREDIT,1306.74,,
DEBIT,09/09/2016,"TJ        TJ MAXX PARKERSBURG WV             09/09",-34.21,DEBIT_CARD,16.82,,
DEBIT,09/07/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV581923  09/07",-16.54,DEBIT_CARD,51.03,,
DEBIT,09/06/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        09/06",-25.39,DEBIT_CARD,67.57,,
DEBIT,09/06/2016,"SAM'S Club VIENNA WV                         09/05",-1.90,DEBIT_CARD,92.96,,
DEBIT,09/02/2016,"THE PIZZA PLACE SOUTH PARKERSBURG WV         09/01",-7.35,DEBIT_CARD,94.86,,
DEBIT,09/01/2016,"BURGER KING #13378 PARKERSBURG WV            09/01",-3.52,DEBIT_CARD,102.21,,
DEBIT,08/31/2016,"FAMILY DOLLAR #0715 PARKERSBURG WV           08/30",-8.37,DEBIT_CARD,105.73,,
DEBIT,08/31/2016,"J AND M USED BOOK STOR PARKERSBURG WV        08/30",-11.23,DEBIT_CARD,114.10,,
DEBIT,08/31/2016,"KFC J625182 PARKERSBURG WV                   08/30",-2.02,DEBIT_CARD,125.33,,
DEBIT,08/31/2016,"OLIVE GARDEN  00015099 LANCASTER OH          08/29",-56.04,DEBIT_CARD,127.35,,
DEBIT,08/29/2016,"JCPenney CC      JCP EPAY   1132647560      WEB ID: 9069872103",-25.00,ACH_DEBIT,183.39,,
DEBIT,08/29/2016,"CABELAS VISA     PAYMENTS                   WEB ID: 2470839081",-66.00,ACH_DEBIT,208.39,,
DEBIT,08/29/2016,"VZ WIRELESS VE   VZW WEBPAY 9647181         WEB ID: 0000751800",-130.61,ACH_DEBIT,274.39,,
DEBIT,08/29/2016,"QUICKEN LOANS    MTG PYMTS  3357858229      WEB ID: 9112356513",-670.35,ACH_DEBIT,405.00,,
DEBIT,08/29/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        08/28",-18.18,DEBIT_CARD,1075.35,,
DEBIT,08/29/2016,"PAYPAL *NETFLIX.COM 402-935-7733 CA          08/28",-9.99,DEBIT_CARD,1093.53,,
DEBIT,08/29/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        08/27",-46.93,DEBIT_CARD,1103.52,,
DEBIT,08/29/2016,"RITE AID STORE - 1405 PARKERSBURG WV 286807  08/27",-98.03,DEBIT_CARD,1150.45,,
DEBIT,08/29/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        08/27",-39.72,DEBIT_CARD,1248.48,,
DEBIT,08/29/2016,"Online Payment 5621773867 To Gymniks Gymnastics 08/29",-81.00,BILLPAY,1288.20,,
DEBIT,08/29/2016,"Payment to Chase card ending in 2079 08/29",-25.00,ACCT_XFER,1369.20,,
DEBIT,08/29/2016,"Payment to Chase card ending in 7433 08/29",-105.00,ACCT_XFER,1394.20,,
CREDIT,08/29/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1289.92,ACH_CREDIT,1499.20,,
CREDIT,08/29/2016,"ATM CASH DEPOSIT 08/29 321 MAIN ST BELPRE OH",200.00,ATM,209.28,,
DEBIT,08/26/2016,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        08/26",-9.10,DEBIT_CARD,9.28,,
DEBIT,08/25/2016,"Old Navy CC      OLDN EPAY  1124244939      WEB ID: 9069872103",-25.00,ACH_DEBIT,18.38,,
DEBIT,08/23/2016,"Lowes CC         LWS EPAY   1124244386      WEB ID: 9069872103",-25.00,ACH_DEBIT,43.38,,
DEBIT,08/22/2016,"CBS ALL ACCESS 888-274-5343 CA               08/19",-5.99,DEBIT_CARD,68.38,,
DEBIT,08/22/2016,"SLING.COM 888-393-6312 CO                    08/21",-19.99,DEBIT_CARD,74.37,,
DEBIT,08/22/2016,"DOLLAR TREE 220 GIHON PARKERSBURG WV 806484  08/20",-2.14,DEBIT_CARD,94.36,,
DEBIT,08/22/2016,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        08/20",-10.68,DEBIT_CARD,96.50,,
DEBIT,08/19/2016,"MCDONALD'S F3615 PARKERSBURG WV              08/18",-3.31,DEBIT_CARD,107.18,,
DEBIT,08/18/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        08/18",-20.80,DEBIT_CARD,110.49,,
DEBIT,08/17/2016,"RITE AID STORE - 1405 PARKERSBURG WV 387951  08/17",-20.10,DEBIT_CARD,131.29,,
DEBIT,08/17/2016,"TRACTOR SUPPLY # 101 T PARKERSBURG WV864110  08/17",-15.89,DEBIT_CARD,151.39,,
DEBIT,08/16/2016,"MOTORISTS INSURA INS PREM                   PPD ID: 1314259550",-373.75,ACH_DEBIT,167.28,,
DEBIT,08/16/2016,"MCDONALD'S F5282 VIENNA WV                   08/15",-3.30,DEBIT_CARD,541.03,,
DEBIT,08/16/2016,"GOODWILL INDUSTRIES VIENNA WV                08/15",-5.86,DEBIT_CARD,544.33,,
DEBIT,08/16/2016,"NOAHS ARC THRIFT SHOP # 3044223151 WV        08/15",-5.35,DEBIT_CARD,550.19,,
DEBIT,08/15/2016,"HLU*Hulu 42716429-U HULU.COM/BILL CA         08/12",-11.99,DEBIT_CARD,555.54,,
DEBIT,08/15/2016,"PAYMENT FOR AMZ  STORECARD  1124245098      WEB ID: 9069872103",-25.00,ACH_DEBIT,567.53,,
DEBIT,08/15/2016,"CAPITAL ONE      ONLINE PMT 622639919247727 WEB ID: 9279744991",-37.89,ACH_DEBIT,592.53,,
DEBIT,08/15/2016,"BARCLAYCARD US   CREDITCARD 393086108       WEB ID: 2510407970",-45.79,ACH_DEBIT,630.42,,
DEBIT,08/15/2016,"CAPITAL ONE AUTO CARPAY     006207526344001 WEB ID: 9541719806",-312.62,ACH_DEBIT,676.21,,
DEBIT,08/15/2016,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        08/14",-15.45,DEBIT_CARD,988.83,,
DEBIT,08/15/2016,"OLLIES BARGAIN OUTLET PARKERSBURG WV         08/14",-19.36,DEBIT_CARD,1004.28,,
DEBIT,08/15/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        08/13",-124.06,DEBIT_CARD,1023.64,,
DEBIT,08/15/2016,"Online Payment 5592350711 To DOMINION HOPE 08/15",-19.44,BILLPAY,1147.70,,
DEBIT,08/15/2016,"Online Payment 5592347687 To City of Parkersburg 08/15",-26.29,BILLPAY,1167.14,,
DEBIT,08/15/2016,"Online Payment 5592347682 To PARKERSBURG UTILITY WV 08/15",-157.51,BILLPAY,1193.43,,
DEBIT,08/15/2016,"Payment to Chase card ending in 9786 08/15",-25.00,ACCT_XFER,1350.94,,
CREDIT,08/15/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1289.92,ACH_CREDIT,1375.94,,
DEBIT,08/11/2016,"THE PIZZA PLACE SOUTH PARKERSBURG WV         08/10",-7.95,DEBIT_CARD,86.02,,
DEBIT,08/10/2016,"GIHON VILLAGE F PARKERSBURG WV               08/10",-12.49,DEBIT_CARD,93.97,,
DEBIT,08/08/2016,"JCPenney CC      JCP EPAY   1119798890      WEB ID: 9069872103",-25.00,ACH_DEBIT,106.46,,
DEBIT,08/08/2016,"CAPITAL ONE N.A. CAPITALONE 000000178473053 WEB ID: 1510394779",-30.00,ACH_DEBIT,131.46,,
DEBIT,08/08/2016,"BP#6456552PAR MAR #3 PARKERSBURG WV          08/07",-15.01,DEBIT_CARD,161.46,,
DEBIT,08/08/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        08/06",-46.30,DEBIT_CARD,176.47,,
DEBIT,08/08/2016,"MCDONALD'S F3615 PARKERSBURG WV              08/05",-17.30,DEBIT_CARD,222.77,,
DEBIT,08/05/2016,"WM SUPERC Wal-Mart Sup VIENNA WV             08/05",-26.44,DEBIT_CARD,240.07,,
DEBIT,08/05/2016,"THIRD STREET DELI - PA PARKERSBURG WV        08/04",-6.96,DEBIT_CARD,266.51,,
DEBIT,08/04/2016,"DISCOUNT POOL SUPPLY PARKERSBURG WV          08/03",-15.89,DEBIT_CARD,273.47,,
DEBIT,08/03/2016,"CAPITAL ONE      ONLINE PMT 621639919148080 WEB ID: 9279744991",-75.00,ACH_DEBIT,289.36,,
DEBIT,08/03/2016,"TJ        TJ MAXX PARKERSBURG WV             08/03",-53.44,DEBIT_CARD,364.36,,
DEBIT,08/03/2016,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        08/03",-8.35,DEBIT_CARD,417.80,,
DEBIT,08/03/2016,"BOOKS A MILLION 754 VIENNA WV        022595  08/03",-19.22,DEBIT_CARD,426.15,,
DEBIT,08/03/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        08/03",-30.55,DEBIT_CARD,445.37,,
DEBIT,08/02/2016,"KOHL'S DEPT STRS CHG PYMT   043000097387258 WEB ID: 9044021343",-25.00,ACH_DEBIT,475.92,,
DEBIT,08/02/2016,"MARATHON PETRO014654TO PARKERSBURG WV        08/01",-25.00,DEBIT_CARD,500.92,,
DEBIT,08/02/2016,"DISCOUNT POOL SUPPLY PARKERSBURG WV          08/01",-14.82,DEBIT_CARD,525.92,,
DEBIT,08/01/2016,"PAYPAL           INST XFER  NIGHT OWL       WEB ID: PAYPALSI77",-14.99,ACH_DEBIT,540.74,,
DEBIT,08/01/2016,"CAPITAL ONE      ONLINE PMT 621239919204078 WEB ID: 9279744991",-15.72,ACH_DEBIT,555.73,,
DEBIT,08/01/2016,"PAYPAL           INST XFER  CLOSEOUTZON     WEB ID: PAYPALSI77",-30.65,ACH_DEBIT,571.45,,
DEBIT,08/01/2016,"CABELAS VISA     PAYMENTS                   WEB ID: 2470839081",-66.00,ACH_DEBIT,602.10,,
DEBIT,08/01/2016,"QUICKEN LOANS    MTG PYMTS  3357858229      WEB ID: 9112356513",-670.35,ACH_DEBIT,668.10,,
DEBIT,08/01/2016,"JAMES COUNTRY S WASHINGTON WV                07/31",-6.36,DEBIT_CARD,1338.45,,
DEBIT,08/01/2016,"JAMES COUNTRY S WASHINGTON WV                07/31",-21.54,DEBIT_CARD,1344.81,,
DEBIT,08/01/2016,"Online Transfer 5561764878 to One Community FCU ####9000 transaction #: 5561764878 08/01",-350.00,ACCT_XFER,1366.35,,
DEBIT,08/01/2016,"SPEEDWAY 03311 PAR PARKERSBURG WV            07/30",-15.00,DEBIT_CARD,1716.35,,
DEBIT,08/01/2016,"Payment to Chase card ending in 7433 08/01",-89.00,ACCT_XFER,1731.35,,
DEBIT,08/01/2016,"SUDDENLINK COMMUNICTN 304-343-3343 WV        07/31",-88.95,DEBIT_CARD,1820.35,,
CREDIT,08/01/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1314.92,ACH_CREDIT,1909.30,,
DSLIP,08/01/2016,"REMOTE ONLINE DEPOSIT #          1",351.64,CHECK_DEPOSIT,594.38,1,
DEBIT,07/29/2016,"PAYPAL *NETFLIX.COM 402-935-7733 CA          07/28",-9.99,DEBIT_CARD,242.74,,
DEBIT,07/26/2016,"TIGER MART #16 NORTH MYRTLE SC               07/26",-5.48,DEBIT_CARD,252.73,,
DEBIT,07/25/2016,"KFC J625182 PARKERSBURG WV                   07/22",-3.62,DEBIT_CARD,258.21,,
DEBIT,07/22/2016,"SLING.COM 888-393-6312 CO                    07/21",-19.99,DEBIT_CARD,261.83,,
DEBIT,07/22/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV303167  07/22",-2.64,DEBIT_CARD,281.82,,
DEBIT,07/21/2016,"CBS ALL ACCESS 888-274-5343 CA               07/19",-5.99,DEBIT_CARD,284.46,,
DEBIT,07/20/2016,"BURGER KING #12920 PARKERSBURG WV            07/19",-3.21,DEBIT_CARD,290.45,,
DEBIT,07/19/2016,"CAPITAL ONE      PHONE PYMT 620039869012833 TEL ID: 9541719986",-53.00,ACH_DEBIT,293.66,,
DEBIT,07/19/2016,"Online Transfer 5537333400 to One Community FCU ####9000 transaction #: 5537333400 07/19",-400.00,ACCT_XFER,346.66,,
DEBIT,07/18/2016,"Lowes CC         LWS EPAY   1107570501      WEB ID: 9069872103",-25.00,ACH_DEBIT,746.66,,
DEBIT,07/18/2016,"PAYMENT FOR AMZ  STORECARD  1107581012      WEB ID: 9069872103",-25.00,ACH_DEBIT,771.66,,
DEBIT,07/18/2016,"MOTORISTS INSURA INS PREM                   PPD ID: 1314259550",-185.09,ACH_DEBIT,796.66,,
DEBIT,07/18/2016,"VZ WIRELESS VE   VZW WEBPAY 1773363         WEB ID: 0000751800",-189.19,ACH_DEBIT,981.75,,
DEBIT,07/18/2016,"Online Payment 5533423727 To DOMINION HOPE 07/18",-23.12,BILLPAY,1170.94,,
DEBIT,07/18/2016,"Online Payment 5533423731 To MONONGAHELA POWER 07/18",-114.96,BILLPAY,1194.06,,
DEBIT,07/18/2016,"Online Payment 5533385661 To City of Parkersburg 07/18",-26.29,BILLPAY,1309.02,,
DEBIT,07/18/2016,"Online Payment 5533385657 To PARKERSBURG UTILITY WV 07/18",-101.32,BILLPAY,1335.31,,
DEBIT,07/18/2016,"MICHAELS STORES INC9 SOUTH CHARLES WV        07/16",-19.66,DEBIT_CARD,1436.63,,
DEBIT,07/18/2016,"BOOKS A MILLION 240 CHARLESTON WV    558858  07/16",-19.24,DEBIT_CARD,1456.29,,
DEBIT,07/18/2016,"SPEEDWAY 03311 PAR PARKERSBURG WV            07/16",-30.47,DEBIT_CARD,1475.53,,
DEBIT,07/18/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        07/16",-82.36,DEBIT_CARD,1506.00,,
DEBIT,07/18/2016,"SHOE CARNIVAL #0312 VIENNA WV                07/16",-109.13,DEBIT_CARD,1588.36,,
DEBIT,07/18/2016,"1875 Great Clips at Ma PARKERSBURG WV        07/16",-21.98,DEBIT_CARD,1697.49,,
DEBIT,07/18/2016,"BP#6456552PAR MAR #3 PARKERSBURG WV          07/15",-20.00,DEBIT_CARD,1719.47,,
CREDIT,07/18/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1314.92,ACH_CREDIT,1739.47,,
DEBIT,07/15/2016,"GABRIEL BROS-PA PARKERSBURG WV               07/15",-11.75,DEBIT_CARD,424.55,,
CREDIT,07/14/2016,"CAPITAL ONE N.A. CAPITALONE                 PPD ID: 1510394779",50.00,ACH_CREDIT,436.30,,
DEBIT,07/13/2016,"PAYPAL           INST XFER  MININGDEAD      WEB ID: PAYPALSI77",-3.74,ACH_DEBIT,386.30,,
DEBIT,07/13/2016,"HLU*Hulu 42716429-U HULU.COM/BILL CA         07/12",-11.99,DEBIT_CARD,390.04,,
DEBIT,07/12/2016,"RITE AID STORE - 1405 PARKERSBURG WV 346061  07/12",-9.99,DEBIT_CARD,402.03,,
CREDIT,07/12/2016,"ATM CASH DEPOSIT 07/12 321 MAIN ST BELPRE OH",390.00,ATM,412.02,,
DEBIT,07/11/2016,"Wal-Mart Super Center VIENNA WV              07/10",-19.82,DEBIT_CARD,22.02,,
DEBIT,07/11/2016,"MCDONALD'S F3615 PARKERSBURG WV              07/10",-6.08,DEBIT_CARD,41.84,,
DEBIT,07/08/2016,"MCDONALD'S F3615 PARKERSBURG WV              07/07",-5.86,DEBIT_CARD,47.92,,
DEBIT,07/07/2016,"BIG LOTS  270 PARK CEN PARKERSBURG WV        07/07",-5.67,DEBIT_CARD,53.78,,
DEBIT,07/07/2016,"SPEEDWAY 09200 PAR PARKERSBURG WV    682966  07/07",-15.01,DEBIT_CARD,59.45,,
DEBIT,07/07/2016,"SHOE CARNIVAL # 603 GR VIENNA WV     413947  07/07",-92.62,DEBIT_CARD,74.46,,
DEBIT,07/07/2016,"SOUTHWOOD ANIMAL HOSPI PARKERSBURG WV        07/05",-46.00,DEBIT_CARD,167.08,,
DEBIT,07/07/2016,"WV DMV PARKERSBURG OFC PARKERSBURG WV        07/05",-5.00,DEBIT_CARD,213.08,,
DEBIT,07/06/2016,"CABELAS VISA     PAYMENTS                   WEB ID: 2470839081",-51.00,ACH_DEBIT,218.08,,
DEBIT,07/06/2016,"CAPITAL ONE N.A. CAPITALONE 000000178473053 WEB ID: 1510394779",-300.00,ACH_DEBIT,269.08,,
DEBIT,07/06/2016,"CAPITAL ONE AUTO CARPAY     006207526344001 WEB ID: 9541719806",-312.62,ACH_DEBIT,569.08,,
DEBIT,07/06/2016,"BURGER KING #12920 PARKERSBURG WV            07/05",-18.05,DEBIT_CARD,881.70,,
DEBIT,07/05/2016,"CAPITAL ONE      ONLINE PMT 618639919457184 WEB ID: 9279744991",-25.00,ACH_DEBIT,899.75,,
DEBIT,07/05/2016,"KOHL'S DEPT STRS CHG PYMT   043000096720896 WEB ID: 9044021343",-25.00,ACH_DEBIT,924.75,,
DEBIT,07/05/2016,"BARCLAYCARD US   CREDITCARD 384066897       WEB ID: 2510407970",-60.00,ACH_DEBIT,949.75,,
DEBIT,07/05/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV369029  07/05",-14.09,DEBIT_CARD,1009.75,,
DEBIT,07/05/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        07/04",-35.59,DEBIT_CARD,1023.84,,
DEBIT,07/05/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        07/04",-59.51,DEBIT_CARD,1059.43,,
DEBIT,07/05/2016,"Payment to Chase card ending in 9786 07/05",-25.00,ACCT_XFER,1118.94,,
DEBIT,07/05/2016,"Payment to Chase card ending in 7433 07/05",-59.00,ACCT_XFER,1143.94,,
DEBIT,07/05/2016,"GIHON VILLAGE F PARKERSBURG WV               07/03",-12.32,DEBIT_CARD,1202.94,,
DEBIT,07/05/2016,"WITTENS FARM MARKE LOWELL OH                 07/03",-9.79,DEBIT_CARD,1215.26,,
DEBIT,07/05/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        07/03",-103.63,DEBIT_CARD,1225.05,,
DEBIT,07/05/2016,"NEW CHINA PARKERSBURG WV                     07/03",-20.06,DEBIT_CARD,1328.68,,
DEBIT,07/05/2016,"KFC C101001 PHILIPPI WV                      07/01",-7.41,DEBIT_CARD,1348.74,,
CREDIT,07/05/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1314.92,ACH_CREDIT,1356.15,,
DEBIT,07/01/2016,"SONIC DRIVE IN #5849 PARKERSBURG WV          06/30",-4.26,DEBIT_CARD,41.23,,
DEBIT,06/30/2016,"MCDONALD'S F3615 PARKERSBURG WV              06/29",-2.24,DEBIT_CARD,45.49,,
DEBIT,06/29/2016,"DOLLAR-GE 2107 PIKE ST PARKERSBURG WV        06/29",-17.77,DEBIT_CARD,47.73,,
DEBIT,06/29/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        06/29",-6.40,DEBIT_CARD,65.50,,
DEBIT,06/29/2016,"WENDY'S #4103 PARKERSBURG WV                 06/28",-2.45,DEBIT_CARD,71.90,,
DEBIT,06/28/2016,"BURGER KING #12920 PARKERSBURG WV            06/27",-5.76,DEBIT_CARD,74.35,,
CREDIT,06/28/2016,"CAPITAL ONE N.A. CAPITALONE                 PPD ID: 1510394779",50.00,ACH_CREDIT,80.11,,
DEBIT,06/27/2016,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        06/27",-7.31,DEBIT_CARD,30.11,,
DEBIT,06/27/2016,"OLIVE GARDEN  00012542 PARKERSBURG WV        06/24",-8.55,DEBIT_CARD,37.42,,
DEBIT,06/27/2016,"03922 - BILLING 740-236-9093 OH              06/24",-50.00,DEBIT_CARD,45.97,,
DEBIT,06/27/2016,"03922 - BILLING 740-236-9093 OH              06/24",-43.75,DEBIT_CARD,95.97,,
DEBIT,06/24/2016,"CAPITAL ONE N.A. CAPITALONE 000000178473053 WEB ID: 1510394779",-200.00,ACH_DEBIT,139.72,,
DEBIT,06/24/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV180489  06/24",-17.81,DEBIT_CARD,339.72,,
DEBIT,06/24/2016,"DOLLAR TR 130 PARK CEN PARKERSBURG WV        06/24",-12.84,DEBIT_CARD,357.53,,
DEBIT,06/24/2016,"NAPOLI'S PIZZA BELPRE OH                     06/24",-22.99,DEBIT_CARD,370.37,,
DEBIT,06/23/2016,"MCHAPPY'S BAKE SHOPPE BELPRE OH      579266  06/23",-10.18,DEBIT_CARD,393.36,,
DEBIT,06/23/2016,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        06/23",-9.31,DEBIT_CARD,403.54,,
DEBIT,06/23/2016,"142 GARY PETTY MD MARIETTA OH                06/22",-30.00,DEBIT_CARD,412.85,,
DEBIT,06/23/2016,"MARATHON PETRO014654TO PARKERSBURG WV        06/22",-15.01,DEBIT_CARD,442.85,,
DEBIT,06/22/2016,"SLING TV, LLC 877-811-4788 CO                06/21",-19.99,DEBIT_CARD,457.86,,
DEBIT,06/22/2016,"PAYMENT FOR AMZ  STORECARD  1091232135      WEB ID: 9069872103",-25.00,ACH_DEBIT,477.85,,
DEBIT,06/22/2016,"VZ WIRELESS VE   VZW WEBPAY 1676032         WEB ID: 0000751800",-189.16,ACH_DEBIT,502.85,,
DEBIT,06/22/2016,"WM SUPERC Wal-Mart Sup VIENNA WV             06/22",-38.94,DEBIT_CARD,692.01,,
DEBIT,06/21/2016,"CBS ALL ACCESS 888-274-5343 CA               06/19",-5.99,DEBIT_CARD,730.95,,
DEBIT,06/21/2016,"CAPITAL ONE      ONLINE PMT 617339919369867 WEB ID: 9279744991",-25.00,ACH_DEBIT,736.94,,
DEBIT,06/21/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        06/21",-23.50,DEBIT_CARD,761.94,,
DEBIT,06/21/2016,"Payment to Chase card ending in 2079 06/21",-25.00,ACCT_XFER,785.44,,
DEBIT,06/21/2016,"Online Payment 5476143527 To DOMINION HOPE 06/21",-32.34,BILLPAY,810.44,,
DEBIT,06/21/2016,"Online Payment 5476143533 To Gymniks Gymnastics 06/21",-81.00,BILLPAY,842.78,,
DEBIT,06/21/2016,"Online Payment 5476143536 To MONONGAHELA POWER 06/21",-111.96,BILLPAY,923.78,,
DEBIT,06/21/2016,"RITE AID STORE - 1405 PARKERSBURG WV 404776  06/21",-27.40,DEBIT_CARD,1035.74,,
DEBIT,06/21/2016,"GIHON VILLAGE FOODLAND PARKERSBURG WV213922  06/21",-12.41,DEBIT_CARD,1063.14,,
DEBIT,06/21/2016,"DON EMILIOS RESTAURANT PARKERSBURG WV        06/19",-35.86,DEBIT_CARD,1075.55,,
DEBIT,06/20/2016,"PARENT ONLINE 866-442-6030 TX                06/19",-22.68,DEBIT_CARD,1111.41,,
DEBIT,06/20/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        06/20",-10.75,DEBIT_CARD,1134.09,,
DEBIT,06/20/2016,"Wal-Mart Super Center VIENNA WV              06/19",-94.82,DEBIT_CARD,1144.84,,
DEBIT,06/20/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        06/18",-39.24,DEBIT_CARD,1239.66,,
DEBIT,06/20/2016,"SHOE DEPT 0858 PARKERSBURG WV        527432  06/18",-26.73,DEBIT_CARD,1278.90,,
DEBIT,06/20/2016,"KMART 3218 PARKERSBURG WV                    06/18",-2.13,DEBIT_CARD,1305.63,,
DEBIT,06/20/2016,"STEAK N SHAKE 5701 VIENNA WV                 06/18",-15.79,DEBIT_CARD,1307.76,,
DEBIT,06/20/2016,"BATH & BODY WORKS PARKERSBURG WV             06/18",-24.08,DEBIT_CARD,1323.55,,
DEBIT,06/20/2016,"CLAIRE'S BOUTIQ #282 G VIENNA WV     852038  06/18",-8.03,DEBIT_CARD,1347.63,,
DEBIT,06/20/2016,"GAMESTOP #4384 PO BOX VIENNA WV      757437  06/18",-12.82,DEBIT_CARD,1355.66,,
DEBIT,06/20/2016,"CAPTAIN DS 35500035519 PARKERSBURG WV        06/18",-7.04,DEBIT_CARD,1368.48,,
DEBIT,06/20/2016,"LOWE'S #2246 PARKERSBURG WV          679189  06/18",-21.34,DEBIT_CARD,1375.52,,
DEBIT,06/20/2016,"MCDONALD'S F3615 PARKERSBURG WV              06/17",-10.05,DEBIT_CARD,1396.86,,
DEBIT,06/20/2016,"BP#6456552PAR MAR #3 PARKERSBURG WV          06/17",-15.99,DEBIT_CARD,1406.91,,
CREDIT,06/20/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1314.92,ACH_CREDIT,1422.90,,
DEBIT,06/17/2016,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        06/17",-4.21,DEBIT_CARD,107.98,,
DEBIT,06/17/2016,"Wal-Mart Super Center VIENNA WV              06/17",-3.21,DEBIT_CARD,112.19,,
DEBIT,06/16/2016,"MOTORISTS INSURA INS PREM                   PPD ID: 1314259550",-185.09,ACH_DEBIT,115.40,,
DEBIT,06/16/2016,"MCDONALD'S F3615 PARKERSBURG WV              06/15",-2.14,DEBIT_CARD,300.49,,
DEBIT,06/15/2016,"DUNHAMS 165 VIENNA WV                280722  06/15",-10.05,DEBIT_CARD,302.63,,
DEBIT,06/14/2016,"PAYPAL           ECHECK     MININGDEAD      WEB ID: PAYPALEC88",-3.34,ACH_DEBIT,312.68,,
